classifier,params,mean_test_f1_score,rank_test_f1_score
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 7}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'deviance', 'classifier__max_depth': 50, 'classifier__max_features': 'auto', 'classifier__n_estimators': 40}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 5}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': 5, 'classifier__max_features': 'sqrt', 'classifier__n_estimators': 100}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 20}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 10}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'deviance', 'classifier__max_depth': 10, 'classifier__max_features': 'auto', 'classifier__n_estimators': 30}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 300}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 25, 'classifier__max_features': None, 'classifier__min_samples_split': 10}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 2}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 25, 'classifier__max_features': 'auto', 'classifier__min_samples_split': 15}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__max_features': 'auto', 'classifier__min_samples_split': 10}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__n_estimators': 50}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'exponential', 'classifier__max_depth': 10, 'classifier__max_features': 'auto', 'classifier__n_estimators': 30}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 5}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'auto', 'classifier__min_samples_split': 2}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_split': 5}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_split': 2}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 50}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 25, 'classifier__max_features': 'log2', 'classifier__min_samples_split': 15}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'deviance', 'classifier__max_depth': 40, 'classifier__max_features': 'auto', 'classifier__n_estimators': 40}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'deviance', 'classifier__max_depth': 25, 'classifier__max_features': 'auto', 'classifier__n_estimators': 10}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 10}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 25, 'classifier__max_features': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 300}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'log2', 'classifier__min_samples_split': 7}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'deviance', 'classifier__max_depth': 25, 'classifier__max_features': 'auto', 'classifier__n_estimators': 40}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 20}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': 10, 'classifier__max_features': 'auto', 'classifier__n_estimators': 10}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__n_estimators': 40}",0.9986516853932585,2586
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 15}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 10}",0.9986516853932585,2586
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__n_estimators': 50}",0.9986516853932585,2586
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 20}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'auto', 'classifier__min_samples_split': 15}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 7}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 10}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'deviance', 'classifier__max_depth': 50, 'classifier__max_features': 'auto', 'classifier__n_estimators': 30}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 50}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 250}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 10}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 300}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': 30, 'classifier__max_features': 'auto', 'classifier__n_estimators': 20}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 15}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'deviance', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 10}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': 10, 'classifier__max_features': 'auto', 'classifier__n_estimators': 30}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 50, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__max_features': 'log2', 'classifier__min_samples_split': 2}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 30, 'classifier__max_features': 'log2', 'classifier__min_samples_split': 10}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': None, 'classifier__max_features': 'auto', 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 25, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 50}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 25, 'classifier__max_features': 'log2', 'classifier__min_samples_split': 2}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'deviance', 'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 25, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 250}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 10}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': 5, 'classifier__max_features': 'auto', 'classifier__n_estimators': 100}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 40, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 50}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': 40, 'classifier__max_features': 'auto', 'classifier__n_estimators': 100}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 50}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 40, 'classifier__max_features': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 10}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 10, 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 10}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 40, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 250}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 20}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'deviance', 'classifier__max_depth': 15, 'classifier__max_features': 'auto', 'classifier__n_estimators': 50}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 100}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 50}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'exponential', 'classifier__max_depth': 40, 'classifier__max_features': None, 'classifier__n_estimators': 100}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 20}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__n_estimators': 20}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__n_estimators': 100}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'deviance', 'classifier__max_depth': 10, 'classifier__max_features': 'auto', 'classifier__n_estimators': 100}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': 15, 'classifier__max_features': None, 'classifier__n_estimators': 40}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 25, 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 10}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'exponential', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__n_estimators': 10}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 50, 'classifier__max_features': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 300}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'exponential', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__n_estimators': 20}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': None, 'classifier__max_features': 'auto', 'classifier__n_estimators': 100}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'exponential', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__n_estimators': 100}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 50, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 100}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': 5, 'classifier__max_features': 'auto', 'classifier__n_estimators': 20}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 15, 'classifier__max_features': 'auto', 'classifier__min_samples_split': 2}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'exponential', 'classifier__max_depth': 5, 'classifier__max_features': 'auto', 'classifier__n_estimators': 10}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 50, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 300}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': 'auto', 'classifier__min_samples_split': 2}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 100}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 20}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': 'auto', 'classifier__min_samples_split': 5}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 50, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 20}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'exponential', 'classifier__max_depth': 25, 'classifier__max_features': None, 'classifier__n_estimators': 40}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.001, 'classifier__loss': 'exponential', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__n_estimators': 40}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 50}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'exponential', 'classifier__max_depth': 25, 'classifier__max_features': None, 'classifier__n_estimators': 50}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__n_estimators': 50}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': None, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 25, 'classifier__max_features': None, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 10}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 20}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'deviance', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__n_estimators': 50}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'deviance', 'classifier__max_depth': 15, 'classifier__max_features': 'auto', 'classifier__n_estimators': 50}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'deviance', 'classifier__max_depth': None, 'classifier__max_features': 'auto', 'classifier__n_estimators': 10}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.1, 'classifier__loss': 'exponential', 'classifier__max_depth': 50, 'classifier__max_features': None, 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 300}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__min_samples_split': 15, 'classifier__n_estimators': 50}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 10, 'classifier__max_features': None, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 10}",0.9986506731450552,2722
GradientBoostingClassifier,"{'classifier': GradientBoostingClassifier(random_state=123454321), 'classifier__learning_rate': 0.01, 'classifier__loss': 'exponential', 'classifier__max_depth': 15, 'classifier__max_features': 'auto', 'classifier__n_estimators': 20}",0.9986506731450552,2722
DecisionTreeClassifier,"{'classifier': DecisionTreeClassifier(max_depth=10, random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 30, 'classifier__max_features': 'sqrt', 'classifier__min_samples_split': 7}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'gini', 'classifier__max_depth': 5, 'classifier__max_features': 'log2', 'classifier__min_samples_split': 5, 'classifier__n_estimators': 20}",0.9986506731450552,2722
RandomForestClassifier,"{'classifier': RandomForestClassifier(random_state=123454321), 'classifier__criterion': 'entropy', 'classifier__max_depth': 5, 'classifier__max_features': None, 'classifier__min_samples_split': 7, 'classifier__n_estimators': 250}",0.9986506731450552,2722
